aah	A
overuse	OFRS
overused	OFRST
overusing	OFRSNK
overvaluation	OFRFLXN
overvalue	OFRFL
overvalued	OFRFLT
overvaluing	OFRFLNK
overview	OFRF
overweening	OFRWNNK
overweeningly	OFRWNNKL
overweight	OFRWFT
overwhelm	OFRHLM
overwhelmed	OFRHLMT
overwhelming	OFRHLMNK
overwhelmingly	OFRHLMNKL
overwinter	OFRWNTR
overwintered	OFRWNTRT
overwintering	OFRWNTRNK
overwork	OFRWRK
overworked	OFRWRKT
overworking	OFRWRKNK
overwrite	OFRRT
overwriting	OFRRTNK
overwritten	OFRRTN
overwrote	OFRRT
overwrought	OFRRFT
overzealous	OFRSLS
oviduct	OFTKT
oviparous	OFPRS
ovoid	OFT
ovular	OFLR
ovulate	OFLT
ovulated	OFLTT
ovulating	OFLTNK
ovulation	OFLXN
ovule	OFL
ovum	OFM
owe	OW
owed	OWT
owing	OWNK
owl	OL
owlet	OLT
owlish	OLX
owlishly	OLXL
own	ON
owned	ONT
owner	ONR
ownership	ONRXP
owning	ONNK
oxblood	OKSBLT
oxbow	OKSB
oxcart	OKSKRT
oxen	OKSN
oxford	OKSFRT
oxidant	OKSTNT
oxidation	OKSTXN
oxide	OKST
oxidization	OKSTSXN
oxidize	OKSTS
oxidized	OKSTST
oxidizer	OKSTSR
oxidizing	OKSTSNK
oxtail	OKSTL
oxyacetylene	OKSYSTLN
oxygen	OKSJN
oxygenate	OKSJNT
oxygenated	OKSJNTT
oxygenating	OKSJNTNK
oxygenation	OKSJNXN
oxymora	OKSMR
oxymoron	OKSMRN
oyster	OSTR
ozone	OSN
pablum	PBLM
pabulum	PBLM
pace	PS
paced	PST
pacemaker	PSMKR
pacer	PSR
pacesetter	PSSTR
pacey	PS
pachyderm	PXTRM
pachysandra	PXSNTR
pacier	PSR
paciest	PSST
pacific	PSFK
pacifically	PSFKL
pacification	PSFKXN
pacified	PSFT
pacifier	PSFR
pacifism	PSFSM
pacifist	PSFST
pacifistic	PSFSTK
pacify	PSF
pacifying	PSFYNK
pacing	PSNK
pack	PK
package	PKJ
packaged	PKJT
packager	PKJR
packaging	PKJNK
packed	PKT
packer	PKR
packet	PKT
packing	PKNK
packinghouse	PKNFS
packsaddle	PKSTL
pact	PKT
pacy	PS
pad	PT
padded	PTT
padding	PTNK
paddle	PTL
paddled	PTLT
paddler	PTLR
paddling	PTLNK
paddock	PTK
paddocked	PTKT
paddocking	PTKNK
paddy	PT
padlock	PTLK
padlocked	PTLKT
padlocking	PTLKNK
padre	PTR
paean	PN
paella	PL
pagan	PKN
paganism	PKNSM
page	PJ
pageant	PJNT
pageantry	PJNTR
pageboy	PJB
paged	PJT
pager	PJR
paginate	PJNT
paginated	PJNTT
paginating	PJNTNK
pagination	PJNXN
paging	PJNK
pagoda	PKT
pah	P
paid	PT
pail	PL
pailful	PLFL
pain	PN
pained	PNT
painful	PNFL
painfuller	PNFLR
painfullest	PNFLST
painfully	PNFL
painfulness	PNFLNS
paining	PNNK
painkiller	PNKLR
painkilling	PNKLNK
painless	PNLS
painlessly	PNLSL
painlessness	PNLSNS
painstaking	PNSTKNK
painstakingly	PNSTKNKL
paint	PNT
paintball	PNTBL
paintbox	PNTBKS
paintboxes	PNTBKSS
paintbrush	PNTBRX
painted	PNTT
painter	PNTR
painterly	PNTRL
painting	PNTNK
paintwork	PNTWRK
pair	PR
paired	PRT
pairing	PRNK
pairwise	PRWS
paisley	PSL
pajama	PJM
pal	PL
palace	PLS
paladin	PLTN
palanquin	PLNKN
palatable	PLTBL
palatal	PLTL
palatalization	PLTLSXN
palatalize	PLTLS
palatalized	PLTLST
palatalizing	PLTLSNK
palate	PLT
palatial	PLXL
palatially	PLXL
palatinate	PLTNT
palatine	PLTN
palaver	PLFR
palavered	PLFRT
palavering	PLFRNK
palazzi	PLS
palazzo	PLS
pale	PL
paled	PLT
paleface	PLFS
palely	PLL
paleness	PLNS
paleographer	PLKRFR
paleography	PLKRF
paleolithic	PLL0K
paleontologist	PLNTLJST
paleontology	PLNTLJ
paler	PLR
palest	PLST
palette	PLT
palfrey	PLFR
palimony	PLMN
palimpsest	PLMPSST
palindrome	PLNTRM
palindromic	PLNTRMK
paling	PLNK
palisade	PLST
palish	PLX
pall	PL
palladium	PLTM
pallbearer	PLBRR
palled	PLT
pallet	PLT
palliate	PLT
palliated	PLTT
palliating	PLTNK
palliation	PLXN
palliative	PLTF
pallid	PLT
pallidly	PLTL
pallidness	PLTNS
palling	PLNK
pallor	PLR
pally	PL
palm	PLM
palmate	PLMT
palmed	PLMT
palmetto	PLMT
palmier	PLMR
palmiest	PLMST
palming	PLMNK
palmist	PLMST
palmistry	PLMSTR
palmtop	PLMTP
palmy	PLM
palomino	PLMN
palpable	PLPBL
palpably	PLPBL
palpate	PLPT
palpated	PLPTT
palpating	PLPTNK
palpation	PLPXN
palpitate	PLPTT
palpitated	PLPTTT
palpitating	PLPTTNK
palpitation	PLPTXN
palsied	PLST
palsy	PLS
palsying	PLSYNK
paltrier	PLTRR
paltriest	PLTRST
paltriness	PLTRNS
paltry	PLTR
pampas	PMPS
pamper	PMPR
pampered	PMPRT
pampering	PMPRNK
pamphlet	PMFLT
pamphleteer	PMFLTR
pan	PN
panacea	PNS
panache	PNX
panama	PNM
panatella	PNTL
pancake	PNKK
pancaked	PNKKT
pancaking	PNKKNK
panchromatic	PNXRMTK
pancreas	PNKRS
pancreatic	PNKRTK
pancreatitis	PNKRTTS
panda	PNT
pandemic	PNTMK
pandemonium	PNTMNM
pander	PNTR
pandered	PNTRT
panderer	PNTRR
pandering	PNTRNK
pane	PN
panegyric	PNJRK
panel	PNL
paneled	PNLT
paneling	PNLNK
panelist	PNLST
pang	PNK
panhandle	PNHNTL
panhandled	PNHNTLT
panhandler	PNHNTLR
panhandling	PNHNTLNK
panic	PNK
panicked	PNKT
panicking	PNKNK
panicky	PNK
panned	PNT
pannier	PNR
panning	PNNK
panoply	PNPL
panorama	PNRM
panoramic	PNRMK
panpipes	PNPPS
pansy	PNS
pant	PNT
pantaloons	PNTLNS
pantechnicon	PNTXNKN
panted	PNTT
pantheism	PN0SM
pantheist	PN0ST
pantheistic	PN0STK
pantheon	PN0N
panther	PN0R
pantie	PNT
panting	PNTNK
panto	PNT
pantomime	PNTMM
pantomimed	PNTMMT
pantomimic	PNTMMK
pantomiming	PNTMMNK
pantomimist	PNTMMST
pantry	PNTR
pantsuit	PNTST
pantyhose	PNTHS
pantyliner	PNTLNR
pantywaist	PNTWST
pap	PP
papa	PP
papacy	PPS
papal	PPL
paparazzi	PPRS
paparazzo	PPRS
papaya	PPY
paper	PPR
paperback	PPRBK
paperbark	PPRBRK
paperboard	PPRBRT
paperboy	PPRB
paperclip	PPRKLP
papered	PPRT
paperer	PPRR
papergirl	PPRJRL
paperhanger	PPRHNJR
paperhanging	PPRHNJNK
papering	PPRNK
paperless	PPRLS
paperweight	PPRWFT
paperwork	PPRWRK
papery	PPR
papilla	PPL
papillae	PPL
papillary	PPLR
papist	PPST
papoose	PPS
pappy	PP
paprika	PPRK
papyri	PPR
papyrus	PPRS
par	PR
para	PR
parable	PRBL
parabola	PRBL
parabolic	PRBLK
paracetamol	PRSTML
parachute	PRXT
parachuted	PRXTT
parachuting	PRXTNK
parachutist	PRXTST
parade	PRT
paraded	PRTT
parader	PRTR
paradigm	PRTKM
paradigmatic	PRTKMTK
parading	PRTNK
paradisaical	PRTSKL
paradise	PRTS
paradox	PRTKS
paradoxes	PRTKSS
paradoxical	PRTKSKL
paradoxically	PRTKSKL
paraffin	PRFN
paragliding	PRKLTNK
paragon	PRKN
paragraph	PRKRF
paragraphed	PRKRFT
paragraphing	PRKRFNK
parakeet	PRKT
paralegal	PRLKL
parallax	PRLKS
parallaxes	PRLKSS
parallel	PRLL
paralleled	PRLLT
paralleling	PRLLNK
parallelism	PRLLSM
parallelogram	PRLLKRM
paralyses	PRLSS
paralysis	PRLSS
paralytic	PRLTK
paralyze	PRLS
paralyzed	PRLST
paralyzing	PRLSNK
paralyzingly	PRLSNKL
paramecia	PRMX
paramecium	PRMSM
paramedic	PRMTK
paramedical	PRMTKL
parameter	PRMTR
parametric	PRMTRK
paramilitary	PRMLTR
paramount	PRMNT
paramountcy	PRMNTS
paramour	PRMR
paranoia	PRN
paranoiac	PRNK
paranoid	PRNT
paranormal	PRNRML
parapet	PRPT
paraphernalia	PRFRNL
paraphrase	PRFRS
paraphrased	PRFRST
paraphrasing	PRFRSNK
paraplegia	PRPLJ
paraplegic	PRPLJK
paraprofessional	PRPRFSNL
parapsychologist	PRPSXLJST
parapsychology	PRPSXLJ
paraquat	PRKT
parasailing	PRSLNK
parascending	PRSNTNK
parasite	PRST
parasitic	PRSTK
parasitical	PRSTKL
parasitically	PRSTKL
parasitism	PRSTSM
parasol	PRSL
parasympathetic	PRSMP0TK
parathion	PR0N
parathyroid	PR0RT
paratroop	PRTRP
paratrooper	PRTRPR
paratyphoid	PRTFT
parboil	PRBL
parboiled	PRBLT
parboiling	PRBLNK
parcel	PRSL
parceled	PRSLT
parceling	PRSLNK
parch	PRX
parched	PRXT
parching	PRXNK
parchment	PRXMNT
pardner	PRTNR
pardon	PRTN
pardonable	PRTNBL
pardonably	PRTNBL
pardoned	PRTNT
pardoner	PRTNR
pardoning	PRTNNK
pare	PR
pared	PRT
paregoric	PRKRK
parent	PRNT
parentage	PRNTJ
parental	PRNTL
parented	PRNTT
parentheses	PRN0SS
parenthesis	PRN0SS
parenthesize	PRN0SS
parenthesized	PRN0SST
parenthesizing	PRN0SSNK
parenthetic	PRN0TK
parenthetical	PRN0TKL
parenthetically	PRN0TKL
parenthood	PRN0T
parenting	PRNTNK
parer	PRR
pareses	PRSS
paresis	PRSS
parfait	PRFT
pariah	PR
parietal	PRTL
parimutuel	PRMTL
paring	PRNK
parish	PRX
parishioner	PRXNR
parity	PRT
park	PRK
parka	PRK
parked	PRKT
parking	PRKNK
parkland	PRKLNT
parkway	PRKW
parky	PRK
parlance	PRLNS
parlay	PRL
parlayed	PRLYT
parlaying	PRLYNK
parley	PRL
parleyed	PRLYT
parleying	PRLYNK
parliament	PRLMNT
parliamentarian	PRLMNTRN
parliamentary	PRLMNTR
parlor	PRLR
parlous	PRLS
parmigiana	PRMJN
parochial	PRXL
parochialism	PRXLSM
parochially	PRXL
parodied	PRTT
parodist	PRTST
parody	PRT
parodying	PRTYNK
parole	PRL
paroled	PRLT
parolee	PRL
paroling	PRLNK
paroxysm	PRKSSM
paroxysmal	PRKSSML
parquet	PRKT
parqueted	PRKTT
parqueting	PRKTNK
parquetry	PRKTR
parred	PRT
parricidal	PRSTL
parricide	PRST
parried	PRT
parring	PRNK
parrot	PRT
parroted	PRTT
parroting	PRTNK
parry	PR
parrying	PRYNK
parse	PRS
parsec	PRSK
parsed	PRST
parser	PRSR
parsimonious	PRSMNS
parsimoniously	PRSMNSL
parsimony	PRSMN
parsing	PRSNK
parsley	PRSL
parsnip	PRSNP
parson	PRSN
parsonage	PRSNJ
part	PRT
partake	PRTK
partaken	PRTKN
partaker	PRTKR
partaking	PRTKNK
parted	PRTT
parterre	PRTR
parthenogenesis	PR0NJNSS
partial	PRXL
partiality	PRXLT
partially	PRXL
participant	PRTSPNT
participate	PRTSPT
participated	PRTSPTT
participating	PRTSPTNK
participation	PRTSPXN
participator	PRTSPTR
participatory	PRTSPTR
participial	PRTSPL
participle	PRTSPL
particle	PRTKL
particleboard	PRTKLBRT
particular	PRTKLR
particularity	PRTKLRT
particularization	PRTKLRSXN
particularize	PRTKLRS
particularized	PRTKLRST
particularizing	PRTKLRSNK
particularly	PRTKLRL
particulate	PRTKLT
partied	PRTT
parting	PRTNK
partisan	PRTSN
partisanship	PRTSNXP
partition	PRTXN
partitioned	PRTXNT
partitioning	PRTXNNK
partitive	PRTTF
partly	PRTL
partner	PRTNR
partnered	PRTNRT
partnering	PRTNRNK
partnership	PRTNRXP
partook	PRTK
partridge	PRTRJ
parturition	PRTRXN
partway	PRTW
party	PRT
partying	PRTYNK
parvenu	PRFN
pas	PS
pascal	PSKL
paschal	PSXL
pasha	PX
pass	PS
passable	PSBL
passably	PSBL
passage	PSJ
passageway	PSJW
passbook	PSBK
passe	PS
passed	PST
passel	PSL
passenger	PSNJR
passer	PSR
passerby	PSRB
passersby	PSRSB
passim	PSM
passing	PSNK
passingly	PSNKL
passion	PSN
passionate	PSNT
passionately	PSNTL
passionflower	PSNFLWR
passionless	PSNLS
passive	PSF
passively	PSFL
passiveness	PSFNS
passivity	PSFT
passivization	PSFSXN
passivize	PSFS
passivized	PSFST
passivizing	PSFSNK
passkey	PSK
passphrase	PSFRS
passport	PSPRT
password	PSWRT
past	PST
pasta	PST
paste	PST
pasteboard	PSTBRT
pasted	PSTT
pastel	PSTL
pastern	PSTRN
pasteurization	PSTRSXN
pasteurize	PSTRS
pasteurized	PSTRST
pasteurizer	PSTRSR
pasteurizing	PSTRSNK
pastiche	PSTX
pastie	PST
pastier	PSTR
pastiest	PSTST
pastille	PSTL
pastime	PSTM
pastiness	PSTNS
pasting	PSTNK
pastor	PSTR
pastoral	PSTRL
pastorate	PSTRT
pastrami	PSTRM
pastry	PSTR
pasturage	PSTRJ
pasture	PSTR
pastured	PSTRT
pastureland	PSTRLNT
pasturing	PSTRNK
pasty	PST
pat	PT
patch	PX
patched	PXT
patchier	PXR
patchiest	PXST
patchily	PXL
patchiness	PXNS
patching	PXNK
patchouli	PXL
patchwork	PXWRK
patchy	PX
pate	PT
patella	PTL
patellae	PTL
patent	PTNT
patented	PTNTT
patenting	PTNTNK
patently	PTNTL
paterfamilias	PTRFMLS
paternal	PTRNL
paternalism	PTRNLSM
paternalist	PTRNLST
paternalistic	PTRNLSTK
paternally	PTRNL
paternity	PTRNT
paternoster	PTRNSTR
path	P0
pathetic	P0TK
pathetically	P0TKL
pathfinder	P0FNTR
pathless	P0LS
pathogen	P0JN
pathogenic	P0JNK
pathological	P0LJKL
pathologically	P0LJKL
pathologist	P0LJST
pathology	P0LJ
pathos	P0S
pathway	P0W
patience	PTNS
patient	PTNT
patienter	PTNTR
patientest	PTNTST
patiently	PTNTL
patina	PTN
patine	PTN
patio	PX
patisserie	PTSR
patois	PTS
patresfamilias	PTRSFMLS
patriarch	PTRRX
patriarchal	PTRRXL
patriarchate	PTRRXT
patriarchy	PTRRX
patrician	PTRXN
patricide	PTRST
patrimonial	PTRMNL
patrimony	PTRMN
patriot	PTRT
patriotic	PTRTK
patriotically	PTRTKL
patriotism	PTRTSM
patrol	PTRL
patrolled	PTRLT
patrolling	PTRLNK
patrolman	PTRLMN
patrolmen	PTRLMN
patrolwoman	PTRLWMN
patrolwomen	PTRLWMN
patron	PTRN
patronage	PTRNJ
patroness	PTRNS
patronize	PTRNS
patronized	PTRNST
patronizer	PTRNSR
patronizing	PTRNSNK
patronizingly	PTRNSNKL
patronymic	PTRNMK
patronymically	PTRNMKL
patroon	PTRN
patsy	PTS
patted	PTT
patter	PTR
pattered	PTRT
pattering	PTRNK
pattern	PTRN
patterned	PTRNT
patterning	PTRNNK
patting	PTNK
patty	PT
paucity	PST
paunch	PNX
paunchier	PNXR
paunchiest	PNXST
paunchy	PNX
pauper	PPR
pauperism	PPRSM
pauperize	PPRS
pauperized	PPRST
pauperizing	PPRSNK
pause	PS
paused	PST
pausing	PSNK
pave	PF
paved	PFT
pavement	PFMNT
pavilion	PFLN
paving	PFNK
pavlova	PFLF
paw	P
pawed	PWT
pawing	PWNK
pawl	PL
pawn	PN
pawnbroker	PNBRKR
pawnbroking	PNBRKNK
pawned	PNT
pawning	PNNK
pawnshop	PNXP
pawpaw	PP
pay	P
payable	PYBL
payback	PBK
paycheck	PXK
payday	PT
payed	PYT
payee	PY
payer	PYR
paying	PYNK
payload	PLT
paymaster	PMSTR
payment	PMNT
payoff	PYF
payola	PYL
payout	PYT
payphone	PFN
payroll	PRL
payslip	PSLP
paywall	PWL
payware	PWR
pea	P
peace	PS
peaceable	PSBL
peaceably	PSBL
peaceful	PSFL
peacefully	PSFL
peacefulness	PSFLNS
peacekeeper	PSKPR
peacekeeping	PSKPNK
peacemaker	PSMKR
peacemaking	PSMKNK
peacetime	PSTM
peach	PX
peachier	PXR
peachiest	PXST
peachy	PX
peacock	PKK
peafowl	PFL
peahen	PHN
peak	PK
peaked	PKT
peaking	PKNK
peaky	PK
peal	PL
pealed	PLT
pealing	PLNK
peanut	PNT
pear	PR
pearl	PRL
pearled	PRLT
pearlier	PRLR
pearliest	PRLST
pearling	PRLNK
pearly	PRL
peasant	PSNT
peasantry	PSNTR
peashooter	PXTR
peat	PT
peatier	PTR
peatiest	PTST
peaty	PT
pebble	PBL
pebbled	PBLT
pebbling	PBLNK
pebbly	PBL
pecan	PKN
peccadillo	PKKTL
peccadilloes	PKKTLS
peccary	PKKR
peck	PK
pecked	PKT
pecker	PKR
pecking	PKNK
peckish	PKX
pecs	PKS
pectic	PKTK
pectin	PKTN
pectoral	PKTRL
peculate	PKLT
peculated	PKLTT
peculating	PKLTNK
peculation	PKLXN
peculator	PKLTR
peculiar	PKLR
peculiarity	PKLRT
peculiarly	PKLRL
pecuniary	PKNR
pedagogic	PTKJK
pedagogical	PTKJKL
pedagogically	PTKJKL
pedagogue	PTKK
pedagogy	PTKJ
pedal	PTL
pedaled	PTLT
pedaling	PTLNK
pedalo	PTL
pedant	PTNT
pedantic	PTNTK
pedantically	PTNTKL
pedantry	PTNTR
peddle	PTL
peddled	PTLT
peddler	PTLR
peddling	PTLNK
pederast	PTRST
pederasty	PTRST
pedestal	PTSTL
pedestrian	PTSTRN
pedestrianization	PTSTRNSXN
pedestrianize	PTSTRNS
pedestrianized	PTSTRNST
pedestrianizing	PTSTRNSNK
pediatric	PTTRK
pediatrician	PTTRXN
pedicab	PTKB
pedicure	PTKR
pedicured	PTKRT
pedicuring	PTKRNK
pedicurist	PTKRST
pedigree	PTKR
pedigreed	PTKRT
pediment	PTMNT
pedometer	PTMTR
pedophile	PTFL
pedophilia	PTFL
peduncle	PTNKL
pee	P
peed	PT
peeing	PNK
peek	PK
peekaboo	PKB
peeked	PKT
peeking	PKNK
peel	PL
peeled	PLT
peeler	PLR
peeling	PLNK
peen	PN
peep	PP
peepbo	PPB
peeped	PPT
peeper	PPR
peephole	PFL
peeping	PPNK
peepshow	PPX
peer	PR
peerage	PRJ
peered	PRT
peeress	PRS
peering	PRNK
peerless	PRLS
peeve	PF
peeved	PFT
peeving	PFNK
peevish	PFX
peevishly	PFXL
peevishness	PFXNS
peewee	PW
peewit	PWT
peg	PK
pegboard	PKBRT
pegged	PKT
pegging	PKNK
peignoir	PKNR
pejoration	PJRXN
pejorative	PJRTF
pejoratively	PJRTFL
peke	PK
pekineses	PKNSS
pekingese	PKNJS
pekoe	PK
pelagic	PLJK
pelf	PLF
pelican	PLKN
pellagra	PLKR
pellet	PLT
pelleted	PLTT
pelleting	PLTNK
pellucid	PLST
pelmet	PLMT
pelt	PLT
pelted	PLTT
pelting	PLTNK
pelvic	PLFK
pelvis	PLFS
pemmican	PMKN
pen	PN
penal	PNL
penalization	PNLSXN
penalize	PNLS
penalized	PNLST
penalizing	PNLSNK
penalty	PNLT
penance	PNNS
pence	PNS
penchant	PNXNT
pencil	PNSL
penciled	PNSLT
penciling	PNSLNK
pend	PNT
pendant	PNTNT
pended	PNTT
pendent	PNTNT
pending	PNTNK
pendulous	PNTLS
pendulum	PNTLM
penetrability	PNTRBLT
penetrable	PNTRBL
penetrate	PNTRT
penetrated	PNTRTT
penetrating	PNTRTNK
penetratingly	PNTRTNKL
penetration	PNTRXN
penetrative	PNTRTF
penfriend	PNFRNT
penguin	PNKN
penicillin	PNSLN
penile	PNL
peninsula	PNNSL
peninsular	PNNSLR
penis	PNS
penitence	PNTNS
penitent	PNTNT
penitential	PNTNXL
penitentiary	PNTNXR
penitently	PNTNTL
penknife	PNKNF
penknives	PNKNFS
penlight	PNLFT
penman	PNMN
penmanship	PNMNXP
penmen	PNMN
pennant	PNNT
penned	PNT
penniless	PNLS
penning	PNNK
pennon	PNN
penny	PN
pennyweight	PNWFT
pennyworth	PNWR0
penologist	PNLJST
penology	PNLJ
pension	PNXN
pensionable	PNXNBL
pensioned	PNXNT
pensioner	PNXNR
pensioning	PNXNNK
pensive	PNSF
pensively	PNSFL
pensiveness	PNSFNS
pent	PNT
pentacle	PNTKL
pentagon	PNTKN
pentagonal	PNTKNL
pentagram	PNTKRM
pentameter	PNTMTR
pentathlete	PNT0LT
pentathlon	PNT0LN
penthouse	PN0S
penuche	PNX
penultimate	PNLTMT
penumbra	PNMR
penumbrae	PNMR
penurious	PNRS
penuriously	PNRSL
penuriousness	PNRSNS
penury	PNR
peon	PN
peonage	PNJ
peony	PN
people	PPL
peopled	PPLT
peopling	PPLNK
pep	PP
pepped	PPT
pepper	PPR
peppercorn	PPRKRN
peppered	PPRT
peppering	PPRNK
peppermint	PPRMNT
pepperoni	PPRN
peppery	PPR
peppier	PPR
peppiest	PPST
peppiness	PPNS
pepping	PPNK
peppy	PP
pepsin	PPSN
peptic	PPTK
peptide	PPTT
per	PR
peradventure	PRTFNTR
perambulate	PRMLT
perambulated	PRMLTT
perambulating	PRMLTNK
perambulation	PRMLXN
perambulator	PRMLTR
percale	PRKL
perceivable	PRSFBL
perceive	PRSF
perceived	PRSFT
perceiving	PRSFNK
percent	PRSNT
percentage	PRSNTJ
percentile	PRSNTL
perceptible	PRSPTBL
perceptibly	PRSPTBL
perception	PRSPXN
perceptional	PRSPXNL
perceptive	PRSPTF
perceptively	PRSPTFL
perceptiveness	PRSPTFNS
perceptual	PRSPTL
perceptually	PRSPTL
perch	PRX
perchance	PRXNS
perched	PRXT
perching	PRXNK
percipience	PRSPNS
percipient	PRSPNT
percolate	PRKLT
percolated	PRKLTT
percolating	PRKLTNK
percolation	PRKLXN
percolator	PRKLTR
percussion	PRKSN
percussionist	PRKSNST
percussive	PRKSF
perdition	PRTXN
perdurable	PRTRBL
peregrinate	PRKRNT
peregrinated	PRKRNTT
peregrinating	PRKRNTNK
peregrination	PRKRNXN
peregrine	PRKRN
peremptorily	PRMPTRL
peremptory	PRMPTR
perennial	PRNL
perennially	PRNL
perestroika	PRSTRK
perfect	PRFKT
perfecta	PRFKT
perfected	PRFKTT
perfecter	PRFKTR
perfectest	PRFKTST
perfectibility	PRFKTBLT
perfectible	PRFKTBL
perfecting	PRFKTNK
perfection	PRFKXN
perfectionism	PRFKXNSM
perfectionist	PRFKXNST
perfectly	PRFKTL
perfectness	PRFKTNS
perfidious	PRFTS
perfidiously	PRFTSL
perfidy	PRFT
perforate	PRFRT
perforated	PRFRTT
perforating	PRFRTNK
perforation	PRFRXN
perforce	PRFRS
perform	PRFRM
performance	PRFRMNS
performed	PRFRMT
performer	PRFRMR
performing	PRFRMNK
perfume	PRFM
perfumed	PRFMT
perfumer	PRFMR
perfumery	PRFMR
perfuming	PRFMNK
perfunctorily	PRFNKTRL
perfunctory	PRFNKTR
perfusion	PRFXN
pergola	PRKL
perhaps	PRHPS
pericardia	PRKRT
pericardial	PRKRTL
pericardium	PRKRTM
perigee	PRJ
perihelia	PRHL
perihelion	PRHLN
peril	PRL
periled	PRLT
periling	PRLNK
perilous	PRLS
perilously	PRLSL
perimeter	PRMTR
perinatal	PRNTL
perinea	PRN
perineum	PRNM
period	PRT
periodic	PRTK
periodical	PRTKL
periodically	PRTKL
periodicity	PRTST
periodontal	PRTNTL
periodontics	PRTNTKS
periodontist	PRTNTST
peripatetic	PRPTTK
peripheral	PRFRL
peripherally	PRFRL
periphery	PRFR
periphrases	PRFRSS
periphrasis	PRFRSS
periphrastic	PRFRSTK
periscope	PRSKP
perish	PRX
perishable	PRXBL
perished	PRXT
perisher	PRXR
perishing	PRXNK
peristalses	PRSTLSS
peristalsis	PRSTLSS
peristaltic	PRSTLTK
peristyle	PRSTL
peritoneal	PRTNL
peritoneum	PRTNM
peritonitis	PRTNTS
periwig	PRWK
periwinkle	PRWNKL
perjure	PRJR
perjured	PRJRT
perjurer	PRJRR
perjuring	PRJRNK
perjury	PRJR
perk	PRK
perked	PRKT
perkier	PRKR
perkiest	PRKST
perkily	PRKL
perkiness	PRKNS
perking	PRKNK
perky	PRK
perm	PRM
permafrost	PRMFRST
permanence	PRMNNS
permanency	PRMNNS
permanent	PRMNNT
permanently	PRMNNTL
permeability	PRMBLT
permeable	PRMBL
permeate	PRMT
permeated	PRMTT
permeating	PRMTNK
permeation	PRMXN
permed	PRMT
perming	PRMNK
permissible	PRMSBL
permissibly	PRMSBL
permission	PRMSN
permissive	PRMSF
permissively	PRMSFL
permissiveness	PRMSFNS
permit	PRMT
permitted	PRMTT
permitting	PRMTNK
permutation	PRMTXN
permute	PRMT
permuted	PRMTT
permuting	PRMTNK
pernicious	PRNSS
perniciously	PRNSSL
perniciousness	PRNSSNS
peroration	PRRXN
peroxide	PRKST
peroxided	PRKSTT
peroxiding	PRKSTNK
perpendicular	PRPNTKLR
perpendicularity	PRPNTKLRT
perpendicularly	PRPNTKLRL
perpetrate	PRPTRT
perpetrated	PRPTRTT
perpetrating	PRPTRTNK
perpetration	PRPTRXN
perpetrator	PRPTRTR
perpetual	PRPTL
perpetually	PRPTL
perpetuate	PRPTT
perpetuated	PRPTTT
perpetuating	PRPTTNK
perpetuation	PRPTXN
perpetuity	PRPTT
perplex	PRPLKS
perplexed	PRPLKST
perplexedly	PRPLKSTL
perplexes	PRPLKSS
perplexing	PRPLKSNK
perplexity	PRPLKST
perquisite	PRKST
persecute	PRSKT
persecuted	PRSKTT
persecuting	PRSKTNK
persecution	PRSKXN
persecutor	PRSKTR
perseverance	PRSFRNS
persevere	PRSFR
persevered	PRSFRT
persevering	PRSFRNK
persiflage	PRSFLJ
persimmon	PRSMN
persist	PRSST
persisted	PRSSTT
persistence	PRSSTNS
persistent	PRSSTNT
persistently	PRSSTNTL
persisting	PRSSTNK
persnickety	PRSNKT
person	PRSN
persona	PRSN
personable	PRSNBL
personae	PRSN
personage	PRSNJ
personal	PRSNL
personality	PRSNLT
personalize	PRSNLS
personalized	PRSNLST
personalizing	PRSNLSNK
personally	PRSNL
personalty	PRSNLT
personification	PRSNFKXN
personified	PRSNFT
personify	PRSNF
personifying	PRSNFYNK
personnel	PRSNL
perspective	PRSPKTF
perspex	PRSPKS
perspicacious	PRSPKSS
perspicaciously	PRSPKSSL
perspicacity	PRSPKST
perspicuity	PRSPKT
perspicuous	PRSPKS
perspiration	PRSPRXN
perspire	PRSPR
perspired	PRSPRT
perspiring	PRSPRNK
persuadable	PRSTBL
persuade	PRST
persuaded	PRSTT
persuader	PRSTR
persuading	PRSTNK
persuasion	PRSXN
persuasive	PRSSF
persuasively	PRSSFL
persuasiveness	PRSSFNS
pert	PRT
pertain	PRTN
pertained	PRTNT
pertaining	PRTNNK
perter	PRTR
pertest	PRTST
pertinacious	PRTNSS
pertinaciously	PRTNSSL
pertinacity	PRTNST
pertinence	PRTNNS
pertinent	PRTNNT
pertinently	PRTNNTL
pertly	PRTL
pertness	PRTNS
perturb	PRTRB
perturbation	PRTRBXN
perturbed	PRTRBT
perturbing	PRTRBNK
pertussis	PRTSS
peruke	PRK
perusal	PRSL
peruse	PRS
perused	PRST
perusing	PRSNK
perv	PRF
pervade	PRFT
pervaded	PRFTT
pervading	PRFTNK
pervasive	PRFSF
pervasively	PRFSFL
pervasiveness	PRFSFNS
perverse	PRFRS
perversely	PRFRSL
perverseness	PRFRSNS
perversion	PRFRXN
perversity	PRFRST
pervert	PRFRT
perverted	PRFRTT
perverting	PRFRTNK
peseta	PST
peskier	PSKR
peskiest	PSKST
peskily	PSKL
peskiness	PSKNS
pesky	PSK
peso	PS
pessary	PSR
pessimal	PSML
pessimism	PSMSM
